Country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cameroon,14369813423.5217,13229990256.1401,13478291933.8403,13868353888.0552,14452915010.389,15107243821.2788,15821141892.6295,16534881734.7065,17168567484.5749,17910981185.5697,18712860619.4251,19733301668.5758,21124275032.771,21594980960.2444,22417659743.2882,23387803922.5771,24053813243.6522,24674221649.2686,25389533434.6495,26247499413.6974,27461703151.6573,28833560540.7901,30482787768.4783,32210233020.4569,33671222913.4548,34863580363.1151,36242614248.5756,37502066832.7403,37599547048.5841,38854942334.5769,40306867605.1364,41616173714.8732
Canada,867121689189.495,890167242008.604,930171796213.96,955122057570.817,971253698607.852,1012824977566.98,1052253104690.22,1106349473421.66,1163199674646.76,1185010810019.45,1220552310131.93,1242600185625.17,1281025904373.69,1322152656328.7,1357030300358.29,1384848127059.22,1398632992699.8,1357861634788.53,1399830508747.17,1443745912933.41,1469093201563.91,1503261570659.63,1546457292386.53,1556508816217.14,1572673953080.04,1620386284372.81,1664832887596.13,1696605089927.38,1611126164920.14,1696305710720.04,1761102321572.64,1783097209318.73
Chad,2931969982.99535,2471362276.45237,2721881493.43342,2755538900.44635,2816559566.35669,2975790728.79137,3182655199.36302,3160922431.41833,3133116396.56012,3498379324.94686,3795434053.69194,4354185216.74044,5818470354.42317,6826958691.46941,6871215271.38414,7096007050.05185,7312626256.37665,7621050568.71865,8653710607.33726,8660881919.87498,9430191344.88826,9967712380.06707,10655483043.6524,10950392256.9543,10265387503.3572,9958586279.1443,10195006881.7944,10526057301.7412,10357639675.7671,10236539498.7594,10523606947.1486,10957423661.0644
Chile,86033645570.0678,91702216494.85,96315019535.2754,104919125196.922,112056685776.986,120339623821.761,125370887061.407,125027832950.762,131243743560.348,135383217068.298,139719269580.07,146318553367.333,156084225513.219,165194933110.731,175189211413.976,184243394524.547,191225100455.441,189087132634.086,200151851754.47,212609096424.814,225695909225.262,233163076989.911,237342873662.242,242450355827.827,246700604504.172,250050047208.954,260027117795.385,261676645409.828,245600606661.894,273436873982.626,279066228503.412,279676771459.229
China,1282219705619.77,1460239618602.01,1650608234052.85,1831415106374.65,2013138309684.44,2199087464269.01,2371626806476.09,2553332587278.43,2770112908903.6,3001022138034.24,3275124420038.43,3603882407613.85,3968365429214.8,4420544471398.72,4982879973774.79,5691986693310.73,6241302053216.75,6827904909100.22,7554112071638.2,8275592638197.0,8926363432826.3,9619598215288.48,10333926843443.8,11061572618578.7,11819153423353.8,12640253743744.4,13493442283300.8,14296369668065.2,14616413683019.5,15851276922873.1,16318995784492.7,17175670911003.5
Colombia,127871346008.238,134757742185.312,142593449287.222,150011784497.792,153095808839.253,158347444690.971,159249683235.263,152554802278.5,157016818928.93,159651401476.819,163649041384.447,170061255792.911,179130660092.783,187780451739.376,200393418124.055,213896316785.023,220919487240.849,223437193184.792,233479933032.173,249701866578.277,259471791121.288,272793056063.57,285066097496.814,293492370193.166,299618678572.191,303691577641.583,311479214511.795,321405606655.842,298309675728.093,330530695024.886,354622693594.661,356787344438.831
Comoros,543194887.415283,559523658.749913,529998809.458295,549132860.565044,542039772.214999,563884807.975476,571116719.694262,582107339.60445,645253637.219987,660306805.1475,675658574.28325,689873563.380625,703116788.896809,723068064.362942,742207354.087379,748145327.237139,777806380.588655,803013068.751461,833349029.459484,867878902.285847,895376863.0776,935366608.181981,955071579.822191,966029600.862227,998106097.535826,1036191459.47692,1073934227.08421,1092843848.73706,1090706717.98077,1112522619.16897,1141481697.75024,1175676774.71104
Congo (Kinshasa),24101047269.1386,20854865032.2402,20041525962.687,20181816409.8988,19975321585.7342,18853298464.0232,18547091854.4434,17755104912.179,16528062516.7262,16180944606.2133,16657920857.6924,17587070083.9155,18772152630.0713,19923852569.0654,20983996692.9237,22297485299.9942,23685703159.349,24361945145.7942,26093586500.1699,27887434695.4583,29863789011.1578,32396822644.9769,35464895084.4787,37917706497.1793,38827503534.0756,40274584268.021,42619016590.6593,44487659679.0188,45259708653.5116,48065880294.8504,52355494607.5628,56837576516.8446
Congo (Brazzaville),5912375954.28022,5854453399.81827,5532863840.08629,5753366411.51292,6000213536.40355,5962723473.06651,6185583409.39015,6025859314.29582,6482377234.59307,6728876234.42485,7037184600.05768,7094415494.39314,7341062186.80916,7910417276.44806,8542162055.68026,7977183901.13328,8480255108.6285,9467126891.81813,10407332392.13,10636909752.5259,11694979455.2472,11611660392.4682,12383378937.2556,12434793867.3568,11354801748.8219,10719526284.7166,10472514332.3273,10590275024.738,9926500702.40064,10027261669.7995,10175199489.7639,10369226732.5707
Costa Rica,21046199572.7927,22539888605.2252,23558472567.298,24537080455.4701,24868443787.3919,26230280995.2372,28107138541.4782,29291801356.6403,30425018574.4757,31487207663.2952,32563086627.9419,33968893647.7095,35471881178.9969,36882479548.0029,39584746492.4417,42836685662.1245,44866362740.5382,44474474828.8682,46858459461.2317,48921712048.582,51310359848.0341,52590433317.5191,54453244250.7631,56441920820.5194,58814921621.3159,61260269007.514,62862779082.5908,64382494195.8,61631202097.7205,66522107766.4296,69549856033.0247,73105190307.8725
Ivory Coast,22700739607.1517,22657044066.1342,22840839521.0746,24468419439.1566,26359663691.9048,28903065478.586,30135465005.6332,30487103687.1804,30406072178.2268,29751121585.5543,28938759334.2241,27571152176.3563,28449303912.4541,28732677632.1669,29541668752.6369,29867049486.2231,31295490700.8623,32423167866.6818,34643522418.9356,32783010325.3471,35281210700.9425,39077544167.6054,42739891584.4862,45815005169.2651,49101205368.91,52739979047.0655,55294253263.7438,59010785540.9857,59423700880.6615,63620992438.4818,67576850897.4936,71766615653.1294
Croatia,32462992011.1386,29857647948.5629,31610433628.7296,33746817537.6736,35808404184.0044,38017063244.9442,38873085038.3193,38543171372.8886,39678365282.2696,40912852422.3237,43287159653.9949,45697550022.2559,47603359433.3077,49663193223.0578,52186811453.5612,54821664179.8318,55900878029.5945,52091816697.5999,51396869395.5182,51346628209.0189,50189405844.8756,50126443322.4666,49847163744.5929,51005200669.6941,52770556703.1252,54501936568.9879,56085044234.0737,57823926882.8566,53017808755.2998,59714859477.6201,64066840476.8464,66182676637.3453
Cuba,41653408481.7606,35456139102.318,35710334910.446,36587809678.5467,39455836484.9562,40554060118.1077,40618600303.8439,43132386084.3646,45683563278.5995,47138598430.4616,47810239203.2308,49623557376.225,52487103646.4154,58366528662.6983,65408954114.9466,70159041951.1157,73047369063.91,74107509498.1477,75878940053.321,78005296225.1446,80357078126.4622,82564971264.2729,83429902609.353,87132800000.0,87579654548.8907,89164663930.9702,91169039692.7712,91020354637.1474,81054459000.2587,82070633423.4249,83527267339.326,81916032940.857
Cyprus,10956980916.9959,11033679836.9009,11684666803.9444,12661793478.7767,12819886299.4005,13158445989.4741,13962538458.1021,14660380604.2116,15534917800.5961,16148944831.6379,16750163022.74,17189567724.893,18053574518.0975,18929715182.4214,19822029523.0127,20832570156.7928,21592294823.2158,21157153433.1844,21640286551.9217,21730464387.897,20981332395.2536,19599191958.4445,19251098194.7843,19909278416.8575,21218032952.0546,22438246478.4654,23845498646.5325,25246562673.7657,24433463207.6976,27215888177.2701,29220507767.0398,29983718475.0646
Czechia,108139165567.356,108206108277.86,111354158849.535,118281953148.026,123212636048.58,122478487849.992,121996963422.938,123678521510.239,128638858397.276,132391536317.902,134395228578.688,138831395782.306,145406922302.962,154676655561.766,164921158026.322,173973393363.484,178518044738.046,169952170252.553,174565802530.616,177659773362.468,176290606026.729,176216894679.608,180173337872.859,189107698561.919,193988322699.324,204024435225.367,209798950840.998,217279912678.49,205753475034.301,214043320209.36,220137498815.997,219949654880.837
Denmark,209167606402.311,209002572309.562,220068623440.602,226754355589.978,233320596340.296,240713316133.714,246313036662.653,253621896644.373,263066798839.571,265566018347.455,266778406866.579,267955142394.956,275394519939.124,281892753356.482,292651155607.73,295540131107.448,294307201429.912,279666951279.328,284093791119.24,287817703270.261,287802068095.364,291810211144.337,295539545041.068,301758922337.637,311032111245.335,320538736946.88,326500781458.764,332088518914.51,326176991303.13,350255593023.122,355650135472.963,364524261928.203
Dominica,361371847.187073,369182589.257494,369309888.895428,380503164.202399,392314752.036481,400889291.93451,416019763.186175,417492801.853705,427263049.065191,426990264.12676,414914984.185527,441275102.069287,454737038.78088,457719487.441064,479046723.210763,509480429.508433,545760826.319816,539377658.76052,543005698.441659,541791805.465639,536054228.927297,530694004.887119,555922065.276388,540737037.037037,555681105.24744,518900602.715599,537309039.644082,566874380.554411,472749937.548637,505325005.612993,533540061.078087,558681739.570186
Dominican Republic,22433236554.9309,24085335186.6972,24711639228.2533,26116602360.5497,27677807175.4716,30137054814.5543,32160600643.062,34070956123.7845,35659263104.8034,36536308517.4776,38178653364.9485,37664880865.2421,38632918879.6179,42275322011.052,46153810301.3096,49576554587.8018,51167716220.0417,51651842211.298,55959425617.5869,57712871132.3848,59281142164.8033,62171219427.0016,66554578678.1207,71164826836.5281,75903835172.1732,79446042998.4211,84993384865.6436,89287393475.0793,83287066903.7897,93508047621.0655,98050971574.0699,100365578190.532
Ecuador,43720855882.7784,44583563740.6155,46482043534.1577,47529074179.3251,48352157793.1227,50444773789.827,52092567129.0487,49623699371.7399,50165491738.8835,52275588700.0666,54851779632.3615,56433979416.1321,60289773139.5514,63544590361.2542,66303144898.6572,67564514887.9228,72000071699.6601,72785601820.191,75718234074.2169,82140258351.3877,86890603905.3287,93156490881.1886,97093344927.4784,97209558000.0,96540800718.3398,102304671535.156,103373034664.296,103544017315.435,93971273121.5556,103197765280.136,109581722560.167,112162610913.166
Egypt,121671461981.942,125200896556.846,130175343748.386,136218680413.743,143014263358.949,150869114035.753,159280817658.228,168922784450.9,179683172290.026,186035425185.202,190482051407.276,196565009501.834,204608590453.316,213758163785.626,228387426641.133,244575133305.99,262077623377.432,274326082658.196,288446290408.139,293536132736.607,300070833532.511,306628779736.183,315569804751.572,329366576819.407,343682967575.512,358053111989.023,377141312302.669,398080548973.052,412213064649.087,425777537421.996,453827104224.605,470885106095.168
El Salvador,13772770636.8146,14574113893.4325,15257940313.4288,15980263628.1804,16109937378.9353,16615462391.6437,17056150528.9746,17424910257.6837,17621447036.1716,17776447691.3707,18056056716.4359,18338704970.0344,18501810234.6557,18997812331.293,19821747186.6752,20187974224.9399,20622904543.8145,20188015254.5251,20622904543.8145,21401127375.9033,22019127752.9422,22499794814.169,22888906230.2134,23438240000.0,24033351541.724,24573529736.8617,25166352435.5773,25779775126.5993,23744951345.511,26571731219.3539,27315620697.1628,28274665875.3002
