Country,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Guatemala,11.5382435,11.5382435,11.5382435,11.5382435,9.5056355,6.956937000000001,5.761423000000001,4.880393000000001,6.412349600000001,7.2504337,5.4953196,5.3909543,3.5745047000000003,2.7982456,2.9432698,2.7901129,3.1190683,2.7525224,2.8277359,2.8724935,3.1771511,3.3676569000000005,3.1233661,3.2266952,3.5055484999999997,3.0040877,2.8246070000000003,3.1996844,2.8296037,2.9009837,3.2355334,2.981787
Honduras,3.4520368,3.4520368,3.4307554857142857,3.4094741714285717,3.3881928571428572,3.3669115428571432,3.3456302285714288,3.3243489142857148,3.3030676000000003,3.2817869,3.0183666000000002,3.7753886,2.6726457,2.7170255,2.8385763,3.1740333,3.6123056,3.7913649,4.060176,4.3659863,4.2942344,4.6644337,4.315508400000001,5.1945645,5.5931692,5.919409099999999,5.6954118,6.0841804,5.162664899999999,5.2073531,6.0960659,5.8594221
Jamaica,5.315167300000001,3.7046205,2.8444551,2.2670328,1.9874891,2.2480871,1.8669518999999999,1.7116164999999999,1.7973616000000001,1.723092,1.8376805,1.7441002,1.6566845000000001,1.7562262,1.9046707999999999,2.0148524,2.6997062,2.3943014,2.5921308,2.8469191,3.0593332,3.2572662,3.2080533,3.1425269,3.3404489,3.3415089,4.4691174,5.6297691,5.2782622,4.6385795,4.1268816,4.0575786
Mexico,2.243206,2.1952579,2.513643,2.180091,2.0941924,2.0120366,2.0843166,2.0870349,2.1072205999999998,2.0754489,1.9795974,1.7982356000000002,1.7025394,1.6090257000000001,1.3787333000000002,1.7010449,1.4081101,1.8044944,1.6359345,1.6805132999999999,1.6870649000000002,1.8285347,1.8379660999999998,1.6972401000000001,1.8099554,1.6981616000000002,1.8606989,2.0161395,2.5832175,2.4711727999999997,2.4049242,2.3691616
Nicaragua,2.9336735,2.9336735,2.9336735,2.9336735,2.9336735,2.9336735,2.9336735,2.9336735,2.9336735,2.7400246999999998,3.5604648,3.1764845999999998,2.7052336,2.538229,2.5816749,2.4753552,2.2947906000000002,2.2109322000000002,2.2377108999999997,2.2367401,2.7648211,2.8038589,2.7863652,3.0608400000000002,2.3920095999999997,2.2984282,2.2702931,2.173842,2.1568209,1.7972512,1.8892372000000002,2.0169895
Trinidad and Tobago,1.8083122,1.8083122,1.8940695,1.7130830714285714,1.532096642857143,1.3511102142857143,1.1701237857142859,0.9891373571428572,0.8081509285714286,0.6271645,0.8724302999999999,1.3233736,2.5069488,2.2605631,1.9669678,2.2090469,1.8501639,1.9158776,2.0883801,1.9264125,2.1079649999999996,2.3592034,1.9550824000000002,2.1502152,2.865719,2.7511574,2.3011119,2.3638461,2.255867,2.8296343000000004,2.7870038,2.8212237
Canada,3.456985,3.4448908,3.3695165,3.1727129,2.9789527,2.790857,2.8155809,2.897315,2.7475724,2.7574123,2.7649483,2.7608151000000003,2.8215114999999997,2.8740607000000002,2.9035221,3.0784515,3.2121367999999997,3.1725745,2.7734067000000002,2.8701983,2.7327348000000002,2.5083799,2.5799136000000003,2.8804471,2.8566116,3.3416954999999997,3.240536,3.1646304,2.6576345000000003,2.7636404,2.8860599000000002,3.1236509
United States,9.5614876,9.5614876,9.5614876,9.5614876,9.5614876,9.5614876,9.5614876,9.5614876,9.5614876,9.5614876,10.278263599999999,11.2994316,11.9696649,12.055097700000001,11.9974773,11.788207100000001,11.9738046,11.7794776,12.3362903,12.4343069,11.9904666,11.2521267,10.418031,9.8926598,9.6268089,9.3674067,9.3495046,9.5497107,8.246694,8.0386683,9.3233264,9.0552868
Argentina,5.779800799999999,5.779800799999999,5.6814395,5.7628455,4.8933827999999995,4.5149688,4.3938844999999995,4.2852012,4.0698037,4.0071025,4.4688568,4.3079516,3.8354816,3.4683178000000003,2.9614274,2.6820039,2.4795141,2.5677686,2.4428216,2.1898146,2.131436,2.2278525,2.2600626,2.0551243,1.9489535999999998,2.0615881,1.8801408,1.8350735999999999,1.7281659,1.6677208,1.8414006,1.2523152
Bolivia,9.924392899999999,7.0505415000000005,8.4074625,8.1311673,7.6279022,8.0395687,8.9784808,7.264761999999999,7.037180599999999,7.2614805,5.9783133,6.7068104,5.863505900000001,5.1745131,4.9146244,4.5602885,6.2093281000000005,4.917324,8.8414566,4.7633155,5.1212419,4.7910519,4.3852451,3.9457767999999995,3.8329631,3.9806323999999997,4.0353959,4.023959,3.6655938999999997,3.8540658999999997,2.7425303000000003,4.2028068
Brazil,4.7166641,4.7166641,4.7166641,4.7166641,4.7166641,4.7166641,4.7166641,4.7166641,4.7166641,4.7166641,4.1111514,3.5175331999999995,3.5561168999999997,3.5147032,3.4651311999999996,3.5263279,3.4600071000000003,3.6885488,3.6509506,3.3562559,3.2885311,3.1245757,3.0117689999999997,2.7782642,2.7740885,2.9282406,3.0934047,2.9541852,2.6578251,2.6756334,2.306578,2.2368653
Chile,12.0629734,12.2562491,12.3832288,12.7057925,11.7437089,12.0187499,11.7605791,11.4073699,11.756078500000001,11.4189195,10.9110942,12.1655184,13.0299482,12.5179149,13.3799314,12.0734842,11.8564495,9.114894099999999,9.6062189,9.890778899999999,8.8606718,8.6297975,8.2469237,7.629963300000001,7.585386099999999,7.6123697,7.3299444000000005,7.0373959,7.1010396,4.9038106,5.7833036,6.0607598
Colombia,9.7486548,10.8020524,10.2048623,10.676967,14.8410644,8.9580948,10.932921499999999,11.1437867,11.4804912,12.162468,12.251046,12.445531,13.095616299999998,13.0350201,11.5882211,11.669179999999999,13.1459925,12.5733856,11.9831564,10.1778511,10.8481405,10.908138600000001,9.9428637,9.9431697,10.239268,10.9414839,8.7519245,9.567413700000001,10.5399249,9.3059359,8.2554223,8.309943
Ecuador,9.8445596,9.8445596,9.8445596,9.8445596,8.0130044,8.7898538,9.6979332,6.4940763,6.2544087,7.7622802,8.1967213,11.2190679,9.4755105,10.7432432,9.5688961,10.6460788,7.5639906,9.4565745,8.6805124,7.8418025,6.8281375,6.0572665,5.8977692,6.0567784,5.8258189,5.81731,5.7918531,5.4818207,6.108202,5.9965397,5.7145887,6.0620817
Guyana,3.6753053,3.6753053,3.6753053,3.6753053,3.6753053,3.6753053,3.6753053,3.6753053,3.6753053,3.9784231000000005,4.6328722,4.3686844,5.6466138,3.8101418,3.4831919000000005,4.4076726,5.076619,4.7159121,4.4955634,4.1419391999999995,3.7488720000000004,3.9231323999999996,4.1155064,4.9949727,4.5863545,4.7663928,4.6737567,4.6160305,4.591315499999999,3.853491,2.9647278,2.3304171
Paraguay,18.4214785,17.076253,14.019625399999999,14.2703306,11.9504256,9.1573013,8.1403816,6.727620900000001,6.2585579000000005,5.5674069,5.3975434,5.1003759,5.5712355,4.8651066,5.209092399999999,5.2572278,5.3279674,4.9553538,5.0824422,5.3285461,5.1617462000000005,5.4583347,5.492405,5.2182353,4.887614500000001,4.5846297,4.6666136,4.2411382,3.9748639000000003,3.7025585999999997,3.7074192,3.7925837
Peru,8.326967400000001,8.326967400000001,8.326967400000001,8.326967400000001,8.326967400000001,8.326967400000001,8.326967400000001,8.326967400000001,8.326967400000001,8.463673700000001,7.9193713,7.5701414,7.129652699999999,7.9527959,7.7044503,7.0130034,6.2522461,7.1106075,6.9825918,6.976914600000001,7.293350599999999,7.5861955,7.0325315,7.7266305,6.1950186,5.8689899,5.4882185,5.6037884,4.7960799,4.954697100000001,4.878011,4.917398700000001
Uruguay,8.062598999999999,8.062598999999999,8.062598999999999,8.062598999999999,8.062598999999999,8.062598999999999,8.062598999999999,8.062598999999999,8.4054929,8.246421900000001,8.4032841,7.3959863,7.028941700000001,6.978748599999999,6.8546575,6.0890821,6.5176052,6.1435041,6.2750715,5.9871845,5.9731874,5.7761743,5.6940311,5.8861282,5.7882008,6.0283564,6.4189074,6.0885995,6.2082089,6.7956696,6.1336488000000005,6.720356399999999
Australia,6.362019300000001,6.3810934999999995,6.260892,6.0040873,5.7610816,5.6863016,5.388234799999999,5.2087658,5.1828840000000005,5.2337559,5.3545932999999994,5.281482400000001,5.2352248,5.1994973,5.264887,5.2844179,5.1261105,5.0911829,5.0202807,4.8369306000000005,4.5748481,4.5056173,4.8226705,5.2388677,5.6074693,5.4529542,5.144462000000001,4.834402,4.5224016,4.7266547,5.0132079,5.0598472999999995
Fiji,7.1273292,7.0270269999999995,7.0113798,7.0215827,5.3981265,4.6904512,4.7015706999999995,4.8854166999999995,7.0673575,6.9102683,5.6521739,5.757329,6.609616999999999,5.6731518,6.4775087,8.7933526,6.210909099999999,6.2962963,5.9691358,5.8791801999999995,5.3971487,5.1073986,5.2944861,3.0552146,3.5117685,5.140388,4.578074699999999,4.773287,4.6454069,4.4991962,4.3610414,4.772214
New Zealand,3.9909860999999998,4.1350864000000005,4.3318649,4.4259222000000005,4.4939756,4.3695259,4.2604747,4.1975733,4.1670342,4.0277158,3.8071995,3.6183308,3.2538272999999998,3.0708639,3.2775393,3.1874639000000005,2.9881998,3.0152478,2.810949,2.7398215,2.8058214,2.7017311,2.6484844,2.6538961,2.8406955000000003,2.9530124,3.0614696,3.3301967,3.1799057,2.76613,2.7500996,2.9057022
Papua New Guinea,3.9732771,3.9633785999999995,5.3426396,4.6157289,5.891661900000001,5.3209302,4.4651364,3.2804005999999997,3.1781101,2.5823014,1.8639303,1.8844151999999998,2.001017,2.0140664999999998,1.9271043,2.2838659,1.7060241,1.8170299,1.7676767999999998,1.8129838999999999,2.3172816,1.7903764,1.7898279,2.0117913,1.825081,1.9324324,1.6251394999999997,1.7481030000000002,1.6728528999999999,1.5005216,1.4095941,1.4184881999999999
Bangladesh,11.5816318,11.1583205,11.826078299999999,11.4423579,11.9872759,12.2654685,12.3268919,14.1581622,12.3096971,10.513968199999999,10.1235723,9.8759727,10.1051512,9.4792203,9.7743561,10.3575151,8.1303503,9.7293876,11.1722831,10.5570175,10.097716199999999,9.2138627,9.6734745,10.5059749,10.5672404,9.215899,8.910624,9.1800777,9.3527882,9.0129389,8.078478,8.035255099999999
