Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Latin America & Caribbean,LCN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2605184904263.39,2681961906053.86,2750884565154.1,2871775919085.1,3021829888219.08,3046880747543.32,3166010402127.75,3336869113102.35,3436451094513.42,3460024588694.08,3585254812815.33,3601567655082.22,3618344621458.87,3707368381048.55,3909016455685.44,4062988981155.22,4271749497154.16,4493478775262.46,4657221218572.24,4551243171648.41,4842025099731.02,5055178646057.52,5184980068533.49,5327887934653,5398939281652.51,5420625373878.58,5402323123763.81,5504542134802.01,5591210718542.45,5629438837084.22,5258223388020.69,5628872798112.74,5851974044642.51,5974188199723.26,..
Latin America & Caribbean (excluding high income),LAC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2268790735754.31,2332385345019.96,2382219226233.82,2485936463325.58,2616849489989.77,2627717528626.59,2729445151367.99,2873637134122.47,2953682674506.23,2969262966561,3076786557824.42,3082197327963.07,3093526617486.27,3167989021104,3335075676125.29,3468110267545.18,3650288066883.86,3845042524700.5,3988836686840.15,3892850940745.52,4152582002934.26,4336347289899.49,4439170344529.62,4561931926088.29,4621050098486.99,4634562623756.21,4612148668023.2,4705197663590.91,4778851211756.39,4808839650674.39,4497709887570.09,4806394585288.23,4991404194814.04,5094832724705.94,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2462636200830.45,2543779351658.71,2615227940887.95,2738693618685.25,2884393814479.22,2904326279368.75,3017763739804.76,3182499001467.76,3276219267489.94,3291163749693.2,3409430284092.01,3417184819163.7,3431916322698.7,3519067798288.34,3707313367477.58,3856900300769.56,4059300163044.52,4276857901851.33,4439954435650.51,4336676042595.98,4626327723370.93,4838015729073.82,4965821465011.41,5107285427714.11,5178541043898.17,5197174644055.66,5179543837807.33,5282803532188.65,5371414263252.33,5407995749573.59,5056032505571.43,5422918139380.32,5639186879688.64,5761673098749.85,..
Latvia,LVA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,20300396971.9869,17743516948.7928,12044552954.7921,11444375308.8533,11694997032.6363,11584507304.4824,11850945730.0371,12937853405.0285,13785282708.1945,14173807494.182,15001703822.9086,15970899946.7949,17195147565.4394,18644549744.4914,20271313106.6742,22625890296.7976,25527664820.9098,28186252981.116,27231101071.3992,22863227308.7441,22026145322.7961,22694935283.9812,24352854877.6457,24863312911.2871,25384189270.9715,26344565876.8902,27016796437.5492,27935083671.9621,29139005014.4504,29335802644.3992,28318076426.6769,30285399223.0726,30834377325.2508,31360657012.7125,..
Least developed countries: UN classification,LDC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,310092587307.693,315625811400.478,316911471192.019,316227205827.246,318130321648.621,336545988464.562,355395806075.185,374458737210.23,389532147905.481,405447154923.684,423167491175.065,443702943245.311,467316609059.258,490890316253.35,522209256206.578,561078319437.546,599710096857.209,643413528403.544,684984378992.859,714587153899.573,759026229507.032,783582543821.938,808686474547.741,856089446339.018,904450417722.76,928290888606.707,962903373259.473,1006761000386.5,1053147029448.96,1106604301203.81,1105357831734.07,1136640339791.24,1189385426762.52,1230193966737.58,..
Lebanon,LBN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,9896526025.77854,14790098775.879,17221346342.7057,19075339624.5917,20621442059.1652,21951290517.4826,24428699054.1547,24686413686.4571,25591349424.6391,25456845224.2295,25798443405.5655,26789018310.9609,27706046545.3127,28600147893.7267,30510478932.4999,31329923063.1007,31815384920.7126,34777595316.005,37931620043.7015,41812842419.7439,45147473283.5593,45539055323.5066,46707037069.3046,48494923363.2625,49699566407.4833,49929337836.8159,50705514062.8608,51163399287.7034,50199119756.2008,46727888410.6848,36728167162.8739,34156740537.1604,33944395264.1769,..,..
Lesotho,LSO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,966060902.402024,1033362571.71292,1105247043.49934,1144038630.18996,1212450693.47103,1252351695.56175,1322446271.54381,1371424437.09695,1392512225.79035,1399140932.84008,1453365294.1512,1505128088.4482,1516022748.40945,1585150007.49012,1611976676.82948,1667849758.72804,1738401391.78308,1811204148.77671,1911244554.99023,1887282177.32009,1986735734.7651,2078451680.28081,2210102550.34645,2249719203.36981,2288201773.07605,2359686724.53829,2444845631.39553,2368122098.53455,2333058897.5103,2299976266.27346,2112391149.60613,2160272945.18777,2211855514.87917,2252257826.396,..
Liberia,LBR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1676942910.41919,1438394191.91654,933723838.507843,625824712.107485,489630570.966971,468741927.114726,525559090.742512,1084122317.29609,1411615367.79969,1718520972.07064,2210291803.5902,2274838397.37873,2360440967.03039,1648882904.55436,1692081112.12779,1781443510.53791,1924741222.72585,2108270598.33452,2258921103.43636,2378656131.45291,2523749998.53307,2730716886.49046,2949005327.42991,3205193907.94462,3227674916.86578,3227075700,3176896008.31,3254893758.73415,3292571599.13518,3211334057.92828,3115556299.79146,3270920145.66908,3428189426.39464,3588757484.77383,..
Libya,LBY,GDP (constant 2015 US$),NY.GDP.MKTP.KD,49279670598.2636,56994467920.7338,55448621740.5463,53361983286.4069,54394423864.3042,53186646293.0975,54321714851.0961,57153327139.4503,55123101078.1761,55536336508.487,57579668503.4421,56564631725.4858,56022234980.534,63314109952.651,66138956972.5768,73990151521.3885,78799900129.0316,83709120342.1548,83573471186.9254,79896086548.9669,83912660700.3206,41672273290.5727,77854953189.632,63842648630.664,49131511071.1064,48717501321.3052,47991152062.8031,63584342257.9606,68633808773.5188,60949510655.8708,42996651437.748,55179091532.8781,50625917039.5711,55767393124.5653,..
Liechtenstein,LIE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6268515276.17441,..,..,..,..,..,..,..,..,..
Lithuania,LTU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,30815380275.5025,29066403139.7446,22887185052.507,19173313031.719,17300837303.8199,17870048723.6262,18768365835.5207,20326258404.0437,21843194413.7223,21603574024.2469,22342117951.3527,23790808932.6418,25389512713.8207,28068588029.5523,29893618016.7512,32204826567.0058,34586528018.7664,38418000007.8586,39416660356.0683,33567775501.6203,33711176714.1949,35842949292.2133,37413911922.5879,38928020893.4211,40396596564.7359,41540954817.2039,42650895979.8047,44618059006.3441,46812540143.4277,49002127219.1508,49023106998.3996,52150789442.1719,53474128766.591,53657150684.4898,..
Low & middle income,LMY,GDP (constant 2015 US$),NY.GDP.MKTP.KD,6647473844232.65,6835319766991.2,7124981658247.72,7482435354796.09,7864997777352.6,8224801725025.68,8736371111993.28,9229261672029,9534404413796.17,9881000683305.01,10427512431296.2,10806107276199.7,11317627582812.7,11981558886015,12898559770032.1,13842310530604.7,14977878266184.2,16300759789561.8,17264416258597.3,17950775331331.9,19414953094482.5,20653249816943.1,21784326871192.6,23005062631808.8,24195028911241.4,25336686257692.4,26543474010264.6,27961577337064.8,29356984994689.4,30552777487046,30210672843723.6,32427441683196.7,33664644890385.3,35217076189636,..
Low income,LIC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,172250047011.316,174382714283.263,174211831262.261,176101850846.512,178973674127.227,187901759135.49,198673252741.05,210868405862.299,219381106633.325,225162605655.156,232384864913.512,242294958385.809,254230951863.886,266652967070.577,283018908311.184,301600732185.799,319425410003.356,338990131399.517,357761842735.533,372577449527.845,398590989534.171,401750791323.715,389086119099.633,403083436691.903,420838437954.123,417756953873.849,426318507337.121,439594337732.543,454537993853.636,474081737618.703,475602794987.658,485946125646.535,503780277751.377,515060189857.047,..
Lower middle income,LMC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1447057308205.44,1477481664400.36,1532128188523.24,1568226712315.07,1630570910405.5,1714050521920.92,1822837173655.33,1895308078191.1,1981101591778.44,2087378875819.84,2175258755731.17,2269776849002.72,2372218522706.63,2513317985219.06,2691342310908.53,2871957743475.89,3071996520794.39,3283873630647.52,3434574180396.17,3639196057719.62,3888776335478.37,4073797174037.51,4284201082472.95,4527485766916.12,4804501648342.21,5089665684079.03,5379808124885.27,5673767311022.84,5982516241313,6226615757545.93,6002516344310.31,6402342783987.56,6775936832420.71,7151756621411.38,..
Luxembourg,LUX,GDP (constant 2015 US$),NY.GDP.MKTP.KD,25212438894.5285,27391849518.0187,27890285979.4902,29061859473.6523,30172289931.4379,30604417464.514,31032290015.6547,32714188401.9113,34897700894.5582,37750651303.9183,40369840661.3785,41610952875.9605,42953079582.1566,44078183347.9207,45943524157.4617,47084244317.1613,49917169128.3586,53959794734.6914,53797820276.3277,52055333610.1398,54012829450.8633,54576884723.7121,55477349852.5629,57236975164.3722,58738350255.7597,60071584216.1375,63062062076.8293,63892707778.4988,64671765568.8058,66557495896.7378,65951935965.6765,70679635853.8902,71655146215.6371,70870003856.6378,..
"Macao SAR, China",MAC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,10507335800.878,10891784073.7337,12340285213.8884,12980344592.4294,13532372881.6583,13978374142.7441,13919801373.6835,13880943900.6668,13246386465.2077,12934036571.4891,13677257382.818,14072365670.3952,15326235574.0235,17110355242.1811,21666881104.6031,23416613628.498,26552262689.9897,30396057675.6624,31426984260.6549,31827365243.6857,39823293275.2523,48431770969.9498,52907945538.6116,58597069309.2292,57396728726.8363,45048190598.3249,44742259638.202,49153900999.4643,52302387928.1473,50961633173.3488,23271041384.4531,28748111098.7847,23110797292.1894,40458079958.3397,..
Madagascar,MDG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,6492398920.48671,6082965417.7811,6154798240.80708,6284044275.81625,6281398611.31878,6386837686.07253,6524423229.10942,6765402319.37305,7030408175.56267,7360783017.34648,7688842733.27739,8148653656.69862,7137571065.48697,7835974694.57165,8247912168.09114,8640170094.37648,9106610406.88934,9626649240.51396,10272850829.8606,9864124029.23054,9925206605.67835,10081868751.8746,10385448752.8756,10624353147.1587,10979121878.0735,11323020701.3017,11775165456.5346,12238318933.7165,12629254472.2012,13186360203.1442,12245161113.1284,12947986307.5875,13465905759.7223,13977610178.6045,..
Malawi,MWI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3377048507.11464,3671872668.44803,3402615041.1934,3732391066.97556,3350187439.51753,3910634175.57071,4196762833.82417,4355921668.80995,4525595860.31768,4663277073.7166,4736773940.22414,4501121160.07797,4577640221.12665,4838823865.4769,5101112194.49939,5267853576.18411,5515442681.90011,6044925172.5381,6506741521.25712,7048630102.94242,7533157578.02466,7904743381.81252,8054933506.12398,8490733601.03216,8968360291.05329,9219474379.31534,9449961238.70793,9827959688.29237,10255826273.6034,10842133933.6548,10928176721.465,11426314939.8368,11531564448.5797,11749794461.0779,..
Malaysia,MYS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,74627553679.509,81751102498.1732,89014784403.7144,97822746879.1401,106834219205.048,117335045630.591,129071719045.017,138523307832.505,128328802476.716,136205126470.557,148271359064.948,149038923296.259,157073594223.932,166165798103.902,177437551536.374,186898768708.901,197336779111.682,209766600383.972,219902039818.778,216573759299.08,232654030399.227,244970531973.676,258378881826.473,270506469604.101,286755041078.03,301355266964.947,314764917575.088,333061328477.268,349191778300.005,364602265936.14,344706479641.244,356134704342.139,387694727478.777,401479163711.428,..
Maldives,MDV,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1031716819.83695,1046601357.74569,1116418306.06718,1178455091.85775,1269779307.10724,1434670112.36324,1547415774.68385,1677366833.92138,1803080163.51179,1914432188.6946,1988057617.6931,1909655895.78731,2048457065.39478,2330120929.12629,2465649312.33915,2188925391.74925,2705638704.31103,2898372920.14369,3158641500.63399,2900967006.18772,3099261774.94957,3364952162.10918,3444491134.33038,3684339547.22925,3971758368.31861,4129505319.12921,4400906157.06973,4711369798.88163,5119751627.13987,5493408290.20633,3685591962.05463,5067979008.49449,5768682322.98336,6041332856.45728,..
Mali,MLI,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4198817500.53154,4691977172.88085,4540958263.56354,4685005096.54492,4862095199.48081,4906876185.26512,5253094838.94342,5506768067.28504,5923722243.04016,6261430310.34669,6257621170.98229,7219807986.60186,7444077477.87234,8122906029.24399,8249623254.49671,8788717883.93358,9198464335.82615,9519823432.35783,9974218416.28021,10453611496.979,11009109646.2422,11362847067.2117,11267770190.6724,11526373211.2665,12342980316.1789,13104764378.326,13871694399.1238,14607651053.629,15301000921.4682,16028741130.4821,15830713976.5248,16313964499.5084,16880866888.027,17666971044.33,..
Malta,MLT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3565676659.96904,3788762937.87443,3966491247.24671,4144219778.37606,4378413978.59851,4656114586.73105,4831991668.11594,5086008510.71566,5346697025.52607,5599059782.17011,6701025860.88934,6650321032.44993,6832614321.56579,7085028948.91732,7113876334.90036,7318803726.86444,7489779964.55618,7867015012.0266,8213960304.21484,8099347420.67456,8601291936.77933,8686613628.39838,9042989796.77338,9611949009.54642,10345449273.9073,11340795041.8065,11803240829.4114,13334371316.2031,14292992142.7162,14876818854.4189,14359895887.8999,16292781700.2476,16968587192.6425,18240978817.4633,..
Marshall Islands,MHL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,140496545,140619900,150661400,159710500,169097800,182986300,164133300,153553800,152518700,150483000,154176500,164861000,170855000,168186800,167500000,170500000,170800000,177100000,163700000,169700000,179100000,178200000,175900000,182600000,180300000,183700000,188300000,195000000,205700000,227200000,220900000,223600000,221100000,212400000,..
Mauritania,MRT,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2806313536.00188,2856492871.42615,2910027139.32906,3080951582.67833,2986651904.76274,3279935161.01726,3470788901.74838,3330406023.66511,3422918201.52654,3548648090.59071,3409611141.00167,3382351510.30114,3429078153.90208,3666653932.36533,3840187785.10236,4169149304.40539,4933487730.19964,4836326500.47834,4820314428.25798,4825032355.07832,4951459275.31606,5158072939.98105,5388639480.83596,5612311839.16241,5852228252.66622,6166863896.68677,6244622452.80308,6636194355.58626,6952885074.44597,7171275534.84383,7145411800.0896,7198481873.57489,7687691068.95683,8187943518.06282,..
Mauritius,MUS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,4034441844.05055,4213387344.00584,4487792561.84826,4715865005.16452,4910919918.93151,5121487228.29028,5407667941.33109,5715227834.38157,6062253049.4966,6220534375.14893,6730791855.59575,6956107854.23256,7068443337.88459,7487280094.82553,7811480809.50426,7950333241.41915,8337160251.7456,8814630766.63288,9289471624.25339,9597424761.29619,10017523547.3152,10425991883.2378,10790496900.1707,11153101416.1964,11579927241.3987,12007291045.6489,12471068851.5812,12962177523.4319,13481538349.276,13871328044.4569,11853530018.6947,12257000314.8444,13345407871.3997,14274019706.2322,..
Mexico,MEX,GDP (constant 2015 US$),NY.GDP.MKTP.KD,665614206222.858,692078394538.287,716775997861.725,737325961811.202,769725007521.97,724231953299.776,769266848274.163,824645415966.33,875650385843.31,899774820109.764,945027051117.631,940766441516.06,938540700989.319,949667522095.5,983527357381.896,1004311720993.85,1052569035045.56,1074439987409.3,1084575522159.75,1016298775551.17,1066822388048.98,1103564231781.62,1142776194808.08,1152513808584.62,1181370028689.69,1213294467716.88,1234800030119.7,1257912134612.3,1282719194684.06,1277682077988.06,1170944075658.48,1241768434200.36,1287578651261.79,1328780925599.41,..
"Micronesia, Fed. Sts.",FSM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,243162525.880859,261223036.414529,271692897.593468,293810479.333976,292240000.157136,312739072.232645,302786553.06921,284434849.521501,292542710.018472,296563529.330979,310899125.003711,317638182.0248,319375655.487445,324396608.28907,314404696.27295,320824422.528081,320564377.351049,314678221.396249,307099219.76208,310456119.002577,317470533.372672,327593318.653529,321477741.865646,309648107.466093,302508316.50838,316489900,318022033.310273,320639498.605008,320639498.605008,333726825.078682,327183161.841845,336344290.373416,333726825.078682,336344290.373416,..
Middle East & North Africa,MEA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,1223759341593.84,1247422061983.89,1324095425582.82,1357671394631.01,1398876213672.63,1441601509508.1,1515617199542.41,1583126659249.26,1651455761510.36,1696435790944.99,1807925700586.44,1841270724439.89,1877549763312.16,1964133081286.86,2120869768650.97,2228257127123.4,2361854496671.25,2485949057640.57,2600053034191.13,2621006678688.01,2754085069114.13,2857303921871.23,2969670740905.27,3033770488315.55,3122940399618.29,3202944332228.42,3342335108032.82,3408416364620.88,3485735767676.25,3529708730323.6,3409074242558.29,3572796770831.09,3774102885461.08,3848726223210.52,..
Middle East & North Africa (excluding high income),MNA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,628009437918.296,631338297823.283,659474292324.724,669347691747.916,682978828294.866,700547886386.274,743846868263.632,773148501654.628,819265457805.263,854626154736.994,906085491097.058,931218762788.859,960507885050.192,982479013367.692,1058398518018.55,1105720237096.92,1164062911495.74,1234105006921.85,1279935853454.54,1312579952638.45,1382924514541.02,1369946047959.44,1418602089750.61,1425055453807.67,1454386188181.17,1461561543238.17,1540538175294.95,1588629234117.7,1617467226486.63,1632107094867.26,1579546429240.61,1647989185202.72,1715655860647.3,1769717497183.51,..
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (constant 2015 US$),NY.GDP.MKTP.KD,623360741202.29,626664959980.608,654592684196.059,664392998030.559,677923233196.294,695132001929.681,738365698035.777,766862244183.103,812077206038.922,846842213727.94,898969273202.82,924766690796.123,954863632017.026,976042088064.286,1050548356656.07,1096982720298.33,1155413450207.79,1225128246718.8,1270291544697.15,1302105766867.16,1371845119498.07,1357800879501.84,1405716003182.82,1411563053807.67,1440915088181.17,1447589143238.17,1525327175294.95,1573202334117.7,1601851026486.63,1616278094867.26,1565509029240.61,1632967485202.72,1700020860647.3,1754941215333.7,..
Middle income,MIC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,6480809895766.26,6666329457704.55,6955418852198.49,7310380832615.99,7689530958023.07,8040657936042.62,8541575128629.87,9022612556555.04,9319575078680.64,9660280599270.37,10199160615624.2,10568136905800.7,11067971906609.6,11719504067440.5,12620092673147.8,13545385203256.6,14662830274537.1,15965681690712,16910672742493,17582401049273.2,19020722808276.7,20255195199355.5,21397671468655.9,22604215593690.5,23776411225299.2,24920281496336.6,26118091081809.8,27522565436066.8,28902761731819.7,30079066968466.6,29735726897353,31941158687704.2,33160484927473.3,34700732105673.6,..
Moldova,MDA,GDP (constant 2015 US$),NY.GDP.MKTP.KD,11137693132.5555,9355662201.10612,6633164508.28943,6553566538.6324,4528514463.37445,4465115303.68557,4202697785.43658,4271918931.24013,3992441789.3799,3857966190.08457,3939281163.91139,4179577330.63921,4505584348.12398,4802952913.19777,5158371415.97847,5545249279.88205,5811421236.26146,5985763886.4747,6452653478.32394,6065494252.61994,6496144351.04957,6874100822.53274,6833561915.89765,7451580071.77113,7824131195.57662,7797667196.73087,8159947934.63828,8500675703.95748,8847128857.51461,9161406662.06896,8403210632.93021,9573777856.36482,9093606720.69544,9164831732.38352,..
Monaco,MCO,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3214255640.44724,3246884485.21843,3291257691.98259,3261178238.84862,3333433693.98136,3404007586.16654,3441816980.80846,3518819006.34192,3642092596.06707,3762301282.46703,3909415913.17981,3994943522.21035,4035951520.51955,4079843968.34329,4180635803.89219,4259876164.74801,4507700786.40776,5158500738.24534,5197028095.39412,4607841717.87684,4703003769.39437,5033265481.27337,5084213121.21499,5571133210.81248,5971532102.07698,6264756528.37691,6453228194.42908,6246325873.74088,6602235351.40181,7072373236.60927,6136054329.90152,7500235156.94536,8328781591.62882,8748833912.54286,..
Mongolia,MNG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3826905840.8639,3494212069.76499,3170771527.90814,3070296387.65315,3135828262.42822,3335782058.86711,3410339918.29364,3543231097.14284,3661572769.35615,3773996564.97664,3817248910.66296,3929961221.71521,4115965440.05725,4404273778.31917,4872245746.85238,5225662152.64429,5672782077.14901,6254129712.42599,6810770268.31901,6724368909.15607,7152385862.09146,8389088993.66654,9422609644.69237,10520241544.9149,11349786311.9875,11619892590.6941,11793003947.8926,12457761002.7432,13422599720.3616,14174566537.4555,13528524951.0287,13749955731.6936,14441951078.838,15513848972.8704,..
Montenegro,MNE,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,2736010099.90435,2870074754.75588,2600287781.64139,2680896704.41373,2710382244.12711,2761986207.28668,2830556912.75965,2955838797.30471,3079410727.33931,3343205923.09283,3570883265.45237,3828799329.0696,3606916694.21482,3705541738.49878,3825173338.5745,3720983620.19194,3853040581.41813,3921767211.59682,4054730077.57718,4174315433.82382,4371195571.75916,4593160022.61922,4779777587.71771,4048142110.54292,4576160079.60802,4869340027.24234,5177944070.4817,..
Morocco,MAR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,41636515790.1878,44641043473.6915,43704591004.544,43380918430.9002,47974090254.8843,45380875814.1028,50995795428.8466,50199902853.4782,53833649265.2898,54747239388.7725,56160912155.7573,60497559620.7789,62754238001.606,66626866131.8459,69672633474.8662,71896757928.9618,77498104932.5221,80164867241.3167,84721870674.8237,87895356582.8232,90971304769.4422,95997146621.9656,98936909179.3524,103015299181.348,105816536606.04,110413823841.592,110989284688.174,116603009678.139,120177639735.159,123651944968.713,114775951852.213,124135631043.727,126031434844.786,130320714718.834,..
Mozambique,MOZ,GDP (constant 2015 US$),NY.GDP.MKTP.KD,2894534061.64812,3037102925.87601,2806992350.59937,3114089525.00613,3314642610.85013,3385008953.52437,3747066497.85064,4189780379.08586,4624228447.72781,5170672900.3853,5210292403.59676,5879902615.65954,6448401314.435,6913827631.93056,7481086789.73586,7953294766.92377,8741520167.29262,9410189984.44687,10057425620.5829,10653727556.9369,11365367724.1329,12176179697.5618,13149604768.3812,14013719723.4859,15093136077.3533,16208985769.615,16970320249.5828,17418032489.647,18025039081.8692,18442825951.8799,18217911539.7402,18651030677.5113,19465045724.9322,20523332839.0076,..
Myanmar,MMR,GDP (constant 2015 US$),NY.GDP.MKTP.KD,6778227478.72603,6734127184.64453,7384707336.69637,7830700106.79565,8416276599.94873,9001043827.19589,9580955459.25343,10122431105.6859,10716234490.6402,11889140284.7857,13523413252.0523,15057508855.1238,16868251605.3272,19203491833.0301,21808380518.7025,24767548771.8155,28006178558.3701,31364521323.4559,34581048770.2229,38229352561.0404,41912536386.4425,44256068472.7624,47501220126.6871,51503673421.4577,55711475876.2279,59607290407.5944,63101751663.2085,66973743448.8725,71172235145.7162,75854734833.5625,68991135073.4698,60700903302.853,63151698289.2596,63756973610.2645,..
Namibia,NAM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3912561187.29612,4232045772.77894,4536302039.10592,4464649372.02005,4541882425.73877,4718971067.42416,4869568737.86144,5075069422.96386,5242119678.32805,5418741285.63406,5607973667.33031,5674032719.94258,5945742924.34569,6197830193.6963,6958275950.69608,7134269025.97086,7638888381.86825,8049405616.20712,8262699735.19694,8287154923.12437,8787636883.68937,9235045191.83414,9702493818.43111,10247261642.7308,10871578021.6669,11335161083.5061,11338991738.8743,11222512162.9739,11341464002.1253,11246291861.588,10335184546.1643,10707646943.9364,11280470086.908,11749736035.6202,..
Nauru,NRU,GDP (constant 2015 US$),NY.GDP.MKTP.KD,199589671.908338,161680093.933852,135390429.515216,113569030.896474,109178292.922868,100527604.915295,88605500.3485655,80672105.8030541,71162491.0884404,66488379.2456155,61929807.4873982,57742660.5922453,51984984.6288124,52132953.2501778,49883465.1159377,49706055.1337055,53845953.5717525,41900064.5535487,50439677.9913834,47588861.2869389,47512730.0965585,54352013.419763,68091833.091554,70575646.4076631,82166521.6963128,84383388.6448573,88065238.8664388,82771434.8199856,81762350.0363199,88701305.315275,90459205.0752441,96978233.3230252,99909532.5822959,100499697.867484,..
Nepal,NPL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,8253520017.23047,8779116585.00696,9139622809.39563,9491484580.52648,10271305209.265,10627560489.2414,11193827112.9875,11758960072.8988,12113656106.9535,12648180059.6101,13432367221.0195,14077106359.8202,14094019042.6825,14650033415.89,15336036356.9726,15869604827.464,16403555897.1058,16963173094.5667,17998713599.3171,18814609456.1982,19720799061.8121,20395607080.0478,21348110877.0432,22100664484.6361,23429242138.2095,24360801286.7638,24466311259.2881,26662720369.2492,28695053195.3457,30605298792.5448,29880069318.7261,31325711777.1674,33089761145.0969,33735853500.29,..
Netherlands,NLD,GDP (constant 2015 US$),NY.GDP.MKTP.KD,468115532317.115,479533499517.689,487714681433.904,493847947756.374,508471242222.319,524315389197.463,542250002695.22,565287383585.328,591560722063.179,621395031068.362,647616371115.081,662664227345.701,664292962312.29,664942855049.922,678350164439.719,692147557481.115,716631413655.269,744474740611.177,760233900008.412,732369119511.251,742031413484.932,755190191987.229,747805360729.234,747579280835.076,759634819632.632,775743675302.734,794549918798.828,816650691068.16,835096710123.568,854304699361.253,821260591753.75,872809728969.262,916513359627.026,917196718601.978,..
New Caledonia,NCL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8738203074.3957,..,..,..,..,..,..,..,..,..
New Zealand,NZL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,87877226590.4217,86918728011.2973,87869415436.1129,93486046130.5113,98271508917.5195,102912455238.062,106628492825.886,108845461043.603,109780524765.076,115682283163.932,119003047472.934,123062801652.748,128863789117.662,134957716138.705,140475137990.551,145185608535.714,149221146114.821,153772257535.871,151866196412.071,151787298244.391,153980049861.399,157431269722.275,161035600341.707,165480472114.228,171693137607.002,178104220784.881,184780121689.709,191057624435.572,197743680329.155,202414311267.63,201554239788.002,210717394654.719,216564470789.24,218152542756.614,..
Nicaragua,NIC,GDP (constant 2015 US$),NY.GDP.MKTP.KD,5248474807.17566,5238540415.65227,5258779337.30709,5238115697.67634,5412949653.13769,5732958253.285,6096672509.86972,6338506226.5357,6573771387.23842,7036300000.38266,7324900195.21078,7541779025.83162,7598639429.85538,7790180833.57528,8204008527.12787,8555336851.9189,8910657066.79659,9362945757.5093,9684541612.02966,9365795056.29032,9778793416.44377,10396566381.096,11071925173.7434,11617340945.6672,12173404097.2463,12756685550.3389,13338767298.6815,13956690226.4274,13487230761.4818,13096501920.7484,12866533516.5017,14193856859.1735,14726450786.5827,15399335188.1835,..
Niger,NER,GDP (constant 2015 US$),NY.GDP.MKTP.KD,3860672838.20896,3843705601.8807,3920608632.47669,3933219484.77413,4006172005.58166,4104613431.71867,4108739820.30038,4171499823.06338,4587507438.32542,4577434991.48422,4522117708.50312,4850791323.99035,5089376067.96136,5199846593.3602,5218763717.35798,5601396628.31908,5933618261.55882,6120095511.70958,6593265446.85522,6722664934.31258,7299346341.92573,7471447186.58798,8259606009.352,8698614858.59842,9276388744.59484,9683867926.44282,10239808436.9433,10752347793.0235,11527744540.163,12212475570.6373,12646096746.8881,12821067681.4111,14346774735.5026,14705444103.8902,..
